baseline,task,seed,status,source_image,source_prompt,target_prompt,result_image,metadata,command,matched_conditions,failure_reason,notes
fireflow,fe_148_jump_kick_2_bronze_statue,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_148_jump_kick_2_bronze_statue.png,"A woman in a white uniform, kicking in the air. She appears to be in the middle of a karate kick, showcasing her skill and agility. The scene takes place outdoors, in a park.","A bronze statue of a woman kicking in the air. It appears to be in the middle of a karate kick, showcasing her skill and agility. The scene takes place outdoors, in a park.",outputs/baselines/fireflow/fe_148_jump_kick_2_bronze_statue/seed_10/result.png,outputs/baselines/fireflow/fe_148_jump_kick_2_bronze_statue/seed_10/metadata.json,outputs/baselines/fireflow/fe_148_jump_kick_2_bronze_statue/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_149_jump_kick_3_golden_statue,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_149_jump_kick_3_golden_statue.png,"A woman in a white uniform, kicking in the air. She appears to be in the middle of a karate kick, showcasing her skill and agility. The scene takes place outdoors, in a park.","A golden sculpture of a woman kicking in the air. It appears to be in the middle of a karate kick, showcasing her skill and agility. The scene takes place outdoors, in a park.",outputs/baselines/fireflow/fe_149_jump_kick_3_golden_statue/seed_10/result.png,outputs/baselines/fireflow/fe_149_jump_kick_3_golden_statue/seed_10/metadata.json,outputs/baselines/fireflow/fe_149_jump_kick_3_golden_statue/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_150_jump_kick_4_marble_statue,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_150_jump_kick_4_marble_statue.png,"A woman in a white uniform, kicking in the air. She appears to be in the middle of a karate kick, showcasing her skill and agility. The scene takes place outdoors, in a park.","A marble statue of a woman kicking in the air. It appears to be in the middle of a karate kick, showcasing her skill and agility. The scene takes place outdoors, in a park.",outputs/baselines/fireflow/fe_150_jump_kick_4_marble_statue/seed_10/result.png,outputs/baselines/fireflow/fe_150_jump_kick_4_marble_statue/seed_10/metadata.json,outputs/baselines/fireflow/fe_150_jump_kick_4_marble_statue/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_152_jump_yay_2_bronze_statue,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_152_jump_yay_2_bronze_statue.png,"A man wearing a white shirt and black shorts, jumping in the air with his left arm raised. He appears to be enjoying the moment and is smiling. The background consists of a cloudy sky, which adds to the overall atmosphere of the scene.","A bronze statue of a man jumping in the air with his left arm raised. He appears to be enjoying the moment and is smiling. The background consists of a cloudy sky, which adds to the overall atmosphere of the scene.",outputs/baselines/fireflow/fe_152_jump_yay_2_bronze_statue/seed_10/result.png,outputs/baselines/fireflow/fe_152_jump_yay_2_bronze_statue/seed_10/metadata.json,outputs/baselines/fireflow/fe_152_jump_yay_2_bronze_statue/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_153_jump_yay_3_golden_statue,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_153_jump_yay_3_golden_statue.png,"A man wearing a white shirt and black shorts, jumping in the air with his left arm raised. He appears to be enjoying the moment and is smiling. The background consists of a cloudy sky, which adds to the overall atmosphere of the scene.","A golden sculpture of a man jumping in the air with his left arm raised. He appears to be enjoying the moment and is smiling. The background consists of a cloudy sky, which adds to the overall atmosphere of the scene.",outputs/baselines/fireflow/fe_153_jump_yay_3_golden_statue/seed_10/result.png,outputs/baselines/fireflow/fe_153_jump_yay_3_golden_statue/seed_10/metadata.json,outputs/baselines/fireflow/fe_153_jump_yay_3_golden_statue/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_157_kid_running_3_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_157_kid_running_3_sculpture.png,"A young boy running through a grassy field. He appears to be enjoying his time outdoors. The field is surrounded by trees, providing a natural and serene environment.","A sculpture of a young boy running through a grassy field. He appears to be enjoying his time outdoors. The field is surrounded by trees, providing a natural and serene environment.",outputs/baselines/fireflow/fe_157_kid_running_3_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_157_kid_running_3_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_157_kid_running_3_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_158_kid_running_4_wooden_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_158_kid_running_4_wooden_sculpture.png,"A young boy running through a grassy field. He appears to be enjoying his time outdoors. The field is surrounded by trees, providing a natural and serene environment.","A wooden sculpture of a young boy running through a grassy field. He appears to be enjoying his time outdoors. The field is surrounded by trees, providing a natural and serene environment.",outputs/baselines/fireflow/fe_158_kid_running_4_wooden_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_158_kid_running_4_wooden_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_158_kid_running_4_wooden_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_164_luna_1_sol,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_164_luna_1_sol.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant called Sol, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_164_luna_1_sol/seed_10/result.png,outputs/baselines/fireflow/fe_164_luna_1_sol/seed_10/metadata.json,outputs/baselines/fireflow/fe_164_luna_1_sol/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_165_luna_2_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_165_luna_2_cvpr.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant called CVPR, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_165_luna_2_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_165_luna_2_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_165_luna_2_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_166_luna_3_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_166_luna_3_iccv.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant called ICCV, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_166_luna_3_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_166_luna_3_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_166_luna_3_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_167_luna_4_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_167_luna_4_eccv.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant called ECCV, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_167_luna_4_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_167_luna_4_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_167_luna_4_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_168_luna_5_welcome,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_168_luna_5_welcome.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant with the word WELCOME, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_168_luna_5_welcome/seed_10/result.png,outputs/baselines/fireflow/fe_168_luna_5_welcome/seed_10/metadata.json,outputs/baselines/fireflow/fe_168_luna_5_welcome/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_169_luna_6_hi,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_169_luna_6_hi.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant with the word HI, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_169_luna_6_hi/seed_10/result.png,outputs/baselines/fireflow/fe_169_luna_6_hi/seed_10/metadata.json,outputs/baselines/fireflow/fe_169_luna_6_hi/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_170_luna_7_heart,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_170_luna_7_heart.png,"A neon sign for a restaurant called Luna, which is located on a street corner. The sign is illuminated with red and orange colors.","A neon sign for a restaurant with an heart on it, which is located on a street corner. The sign is illuminated with red and orange colors.",outputs/baselines/fireflow/fe_170_luna_7_heart/seed_10/result.png,outputs/baselines/fireflow/fe_170_luna_7_heart/seed_10/metadata.json,outputs/baselines/fireflow/fe_170_luna_7_heart/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_171_meditation_1_wooden_statue,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_171_meditation_1_wooden_statue.png,A woman sitting on the floor in a room and meditating.,A wooden statue of a woman sitting on the floor in a room and meditating.,outputs/baselines/fireflow/fe_171_meditation_1_wooden_statue/seed_10/result.png,outputs/baselines/fireflow/fe_171_meditation_1_wooden_statue/seed_10/metadata.json,outputs/baselines/fireflow/fe_171_meditation_1_wooden_statue/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_180_milk_4_whipped_cream,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_180_milk_4_whipped_cream.png,"A glass of milk placed on a wooden table. The glass is filled with milk, and a straw is inserted into it.","A glass of milk placed on a wooden table. The glass is filled with milk, and a straw is inserted into it. There is whipped cream on top of the milk.",outputs/baselines/fireflow/fe_180_milk_4_whipped_cream/seed_10/result.png,outputs/baselines/fireflow/fe_180_milk_4_whipped_cream/seed_10/metadata.json,outputs/baselines/fireflow/fe_180_milk_4_whipped_cream/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_186_muffins_1_strawberries,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_186_muffins_1_strawberries.png,"A plate of white muffins, decorated with a few raspberries.","A plate of white muffins, decorated with a few strawberries.",outputs/baselines/fireflow/fe_186_muffins_1_strawberries/seed_10/result.png,outputs/baselines/fireflow/fe_186_muffins_1_strawberries/seed_10/metadata.json,outputs/baselines/fireflow/fe_186_muffins_1_strawberries/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_187_parrot_1_glass_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_187_parrot_1_glass_sculpture.png,"A colorful parrot perched on a tree branch. The parrot is predominantly blue, with a mix of red, green, and yellow colors. It sitting comfortably on the branch. The tree itself is filled with green leaves, creating a lush and vibrant backdrop for the parrot.","A glass sculpture of a colorful parrot perched on a tree branch. The glass sculpture of the parrot is predominantly red, with a mix of blue, green, and yellow colors. It sitting comfortably on the branch. The tree itself is filled with green leaves, creating a lush and vibrant backdrop for the glass sculpture of the parrot.",outputs/baselines/fireflow/fe_187_parrot_1_glass_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_187_parrot_1_glass_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_187_parrot_1_glass_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_188_parrot_2_origami,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_188_parrot_2_origami.png,"A colorful parrot perched on a tree branch. The parrot is predominantly blue, with a mix of red, green, and yellow colors. It sitting comfortably on the branch. The tree itself is filled with green leaves, creating a lush and vibrant backdrop for the parrot.","An origami of a colorful parrot perched on a tree branch. The origami of the parrot is predominantly red, with a mix of blue, green, and yellow colors. It sitting comfortably on the branch. The tree itself is filled with green leaves, creating a lush and vibrant backdrop for the origami of the parrot.",outputs/baselines/fireflow/fe_188_parrot_2_origami/seed_10/result.png,outputs/baselines/fireflow/fe_188_parrot_2_origami/seed_10/metadata.json,outputs/baselines/fireflow/fe_188_parrot_2_origami/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_190_parrot_4_lego_parrot,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_190_parrot_4_lego_parrot.png,"A colorful parrot perched on a tree branch. The parrot is predominantly blue, with a mix of red, green, and yellow colors. It sitting comfortably on the branch. The tree itself is filled with green leaves, creating a lush and vibrant backdrop for the parrot.","A colorful lego parrot perched on a tree branch. The lego parrot is predominantly blue, with a mix of red, green, and yellow colors. It sitting comfortably on the branch. The tree itself is filled with green leaves, creating a lush and vibrant backdrop for the lego parrot.",outputs/baselines/fireflow/fe_190_parrot_4_lego_parrot/seed_10/result.png,outputs/baselines/fireflow/fe_190_parrot_4_lego_parrot/seed_10/metadata.json,outputs/baselines/fireflow/fe_190_parrot_4_lego_parrot/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_191_parrot2_1_glass_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_191_parrot2_1_glass_sculpture.png,"A colorful parrot perched on top of a tall, brightly colored flower. The parrot is positioned towards the center of the scene, with its vibrant colors contrasting beautifully with the flower''s hues.","A glass sculpture of a colorful parrot perched on top of a tall, brightly colored flower. The glass sculpture of the parrot is positioned towards the center of the scene, with its vibrant colors contrasting beautifully with the flower''s hues.",outputs/baselines/fireflow/fe_191_parrot2_1_glass_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_191_parrot2_1_glass_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_191_parrot2_1_glass_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_192_parrots_1_top_hat,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_192_parrots_1_top_hat.png,"Two colorful parrots sitting on a wooden stump or log. They are positioned close to each other, with one parrot on the left side and the other on the right side of the stump. The parrot''s wings have blue feathers and their body is yellow.","Two colorful parrots sitting on a wooden stump or log. They are positioned close to each other, with one parrot on the left side and the other on the right side of the stump. The parrot''s wings have blue feathers and their body is yellow. Both parrots have a top hat on their head.",outputs/baselines/fireflow/fe_192_parrots_1_top_hat/seed_10/result.png,outputs/baselines/fireflow/fe_192_parrots_1_top_hat/seed_10/metadata.json,outputs/baselines/fireflow/fe_192_parrots_1_top_hat/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_193_parrots_2_origami,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_193_parrots_2_origami.png,"Two colorful parrots sitting on a wooden stump or log. They are positioned close to each other, with one parrot on the left side and the other on the right side of the stump. The parrot''s wings have blue feathers and their body is yellow.","Two colorful origami parrots sitting on a wooden stump or log. They are positioned close to each other, with one origami parrot on the left side and the other on the right side of the stump. The origami parrot''s wings have blue feathers and their body is yellow.",outputs/baselines/fireflow/fe_193_parrots_2_origami/seed_10/result.png,outputs/baselines/fireflow/fe_193_parrots_2_origami/seed_10/metadata.json,outputs/baselines/fireflow/fe_193_parrots_2_origami/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_194_parrots_3_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_194_parrots_3_sculpture.png,"Two colorful parrots sitting on a wooden stump or log. They are positioned close to each other, with one parrot on the left side and the other on the right side of the stump. The parrot''s wings have blue feathers and their body is yellow.","A sculpture of two colorful parrots sitting on a wooden stump or log. They are positioned close to each other, with one parrot on the left side and the other on the right side of the stump. The parrot''s wings have blue feathers and their body is yellow.",outputs/baselines/fireflow/fe_194_parrots_3_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_194_parrots_3_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_194_parrots_3_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_195_parrots2_1_crown,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_195_parrots2_1_crown.png,"Two colorful parrots perched on a rocky surface. The parrots are positioned close to each other, with one parrot on the left side and the other on the right side of the rock. The parrot colors are predominantly red.","Two colorful parrots perched on a rocky surface. Both parrots have a crown on their head. The birds are positioned close to each other, with one parrot on the left side and the other on the right side of the rock. The parrot colors are predominantly red.",outputs/baselines/fireflow/fe_195_parrots2_1_crown/seed_10/result.png,outputs/baselines/fireflow/fe_195_parrots2_1_crown/seed_10/metadata.json,outputs/baselines/fireflow/fe_195_parrots2_1_crown/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_196_penguins_1_origami,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_196_penguins_1_origami.png,"Two penguins standing in a lake. They are positioned close to each other, with one penguin on the left side and the other on the right side of the picture.","Two origami penguins standing in a lake. They are positioned close to each other, with one origami penguin on the left side and the other on the right side of the picture.",outputs/baselines/fireflow/fe_196_penguins_1_origami/seed_10/result.png,outputs/baselines/fireflow/fe_196_penguins_1_origami/seed_10/metadata.json,outputs/baselines/fireflow/fe_196_penguins_1_origami/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_197_penguins_2_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_197_penguins_2_sculpture.png,"Two penguins standing in a lake. They are positioned close to each other, with one penguin on the left side and the other on the right side of the picture.","A sculpture of two penguins standing in a lake. They are positioned close to each other, with one penguin on the left side and the other on the right side of the picture.",outputs/baselines/fireflow/fe_197_penguins_2_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_197_penguins_2_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_197_penguins_2_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_199_piece_of_cake_2_red_velvet_cake,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_199_piece_of_cake_2_red_velvet_cake.png,"A delicious chocolate cake with chocolate frosting, sitting on a dining table.","A delicious red velvet cake with white frosting, sitting on a dining table.",outputs/baselines/fireflow/fe_199_piece_of_cake_2_red_velvet_cake/seed_10/result.png,outputs/baselines/fireflow/fe_199_piece_of_cake_2_red_velvet_cake/seed_10/metadata.json,outputs/baselines/fireflow/fe_199_piece_of_cake_2_red_velvet_cake/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_213_rabbit_1_sculpture,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_213_rabbit_1_sculpture.png,A small brown and white rabbit sitting in a grassy field. The rabbit is surrounded by a variety of white flowers.,A small sculpture of a rabbit sitting in a grassy field. The rabbit is surrounded by a variety of white flowers.,outputs/baselines/fireflow/fe_213_rabbit_1_sculpture/seed_10/result.png,outputs/baselines/fireflow/fe_213_rabbit_1_sculpture/seed_10/metadata.json,outputs/baselines/fireflow/fe_213_rabbit_1_sculpture/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_221_rocks_6_colorful_wooden_blocks,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_221_rocks_6_colorful_wooden_blocks.png,"A stack of gray rocks, laying on top of each other on a brown and gray beach. The rocks are arranged in a pyramid shape, creating an impressive and natural display. The brown and gray beach setting provides a serene and picturesque backdrop for this unique rock formation.","A stack of colorful wooden blocks, laying on top of each other on a brown and gray beach. The colorful wooden blocks are arranged in a pyramid shape, creating an impressive and natural display. The brown and gray beach setting provides a serene and picturesque backdrop for this unique colorful wooden blocks formation.",outputs/baselines/fireflow/fe_221_rocks_6_colorful_wooden_blocks/seed_10/result.png,outputs/baselines/fireflow/fe_221_rocks_6_colorful_wooden_blocks/seed_10/metadata.json,outputs/baselines/fireflow/fe_221_rocks_6_colorful_wooden_blocks/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
